TEXT,RESULT
Beberapa kampung di sini terlibat banjir serius seperti di Tehel dan Pondok Kempas.,Neutral
Kita dapat selesaikan dua lagi projek pembangunan masjid di Bemban dan Tehel atas permintaan sejak tahun 2009 yang mana jumlah keseluruhan kedua-duanya menelan RM9.5 juta.,Positive
"Pembangunan ini antara matlamat saya untuk memberikan wajah baharu, jika dulu tiada yang tahu di mana Bemban, tapi saya yakin Bemban mampu menjadi tumpuan masyarakat luar dan dalam Melaka",Positive
"Sehingga kini jumlah penduduk semakin meningkat dengan adanya pembangunan perumahan seperti PPR Tehel, Rumah Mampu Milik, Rumah Penjawat Awam tidak termasuk perumahan swasta.",Neutral
"Saya jangkakan 2020, projek memanfaatkan rakyat ini mampu membawa Bemban kepada bandar utama di Jasin kerana lebih 20,000 penduduk bakal 'diimport",Positive
"Saya terbuka, malah sering meminta tunjuk ajar pemimpin tempatan dan menerima komen atau teguran mereka tanpa mengira status sebagai wakil rakyat",Positive
Bagi saya masalah itu telah selesai,Positive
Apa yang Tun Dr Mahathir Mohamad (Pengerusi Harapan) cakap bahawa PRU14 akan jadi paling kotor mungkin betul kerana BN akan lakukan apa saja asalkan mereka menang. ,Negative
Contoh paling terdekat ialah mengenai persempadanan.,Neutral
"Mana tidaknya, negarawan Mahathir yang mana selama negara merdeka, lebih 1/3 diketuainya kini bersama Harapan, sudah tentulah pihak lawan risau",Negative
"Dalam politik, macam-macam boleh berlaku.",Neutral
"Bagi saya, musuh utama dalam politik bila kita terlalu yakin yang boleh menyebabkan kita malas untuk bekerja.",Negative
DAP juga ada beberapa kerusi yang kami rasa bahaya. ,Neutral
"Sebab itu kita perlu kerja lebih gigih bukan saja untuk menang kerusi DAP, tapi pada masa sama turut bantu rakan-rakan Harapan.",Positive
"Kita juga berpijak di bumi nyata yang tak boleh nak menang semua 36 kerusi Dun, tapi syarat utama kekalkan kemenangan dulu.",Positive
"Jika kalah pun, kita kurangkan majoriti,",Positive
"Sejak tahun 2000, saya bergelar Pengarah PRU Parlimen Jasin, kekuatan kami adalah rakyat sendiri mahu BN sebagai pemimpin.",Positive
"Bukan mahu menidakkan kemampuan lawan, tetapi inilah perjuangan kita dalam menentukan kesejahteraan rakyat dan mempertahankannya sehingga generasi akan datang.",Positive
Saya setia bersama rakyat Jasin dan terus berkhidmat selagi diperlukan dalam memastikan keperluan mereka direalisasikan,Positive
Mana-mana parti mengharapkan kejayaan setiap PRU. ,Neutral
Begitu juga BN Jasin yang bekerja keras selepas kemenangan PRU13.,Positive
"Bagaimanapun, persiapan kita kali ini luar biasa berbanding sebelum ini.",Positive
"Menerusi Jentera BN dan Pusat Daerah Mengundi (PDM) cawangan diwujudkan, pelbagai gerak kerja dirancang dan dilaksanakan.",Positive
Pendekatan kali ini lebih halus dan mood jentera kita cukup baik. ,Positive
"Jika mood ini dikekalkan, kita berupaya menghadapi lawan dengan penuh tanggungjawab dan beroleh kemenangan cemerlang",Positive
Soseh-soseh tarikh PRU14 tidak menggentarkan kita kerana jentera sudah melaksanakan peranan dengan baik.,Positive
"Pelancaran Jentera BN Parlimen Jasin baru-baru ini, kita melihat kehadiran jentera ini begitu ramai dalam kalangan wanita, pemuda dan puteri.",Positive
Ia membuktikan mereka sudah memasakkan iltizam untuk berkerja kuat berhadapan mana-mana pihak lawan,Positive
Pelbagai agenda dirancang untuk menyelitkan kebencian rakyat kepada BN di mana-mana sahaja.,Negative
"Lebih-lebih lagi dengan  kemudahan internet dan laman sosial, taktik ini semakin mudah dikembangkan.",Negative
"Walaupun rakyat semakin bijak menilai baik dan buruk, namun saya bimbang perkara berulang menyebabkan mereka terpengaruh",Negative
Sokongan pengundi ini sangat baik kerana kita sendiri dapat lihat penglibatan mereka menerusi program atau aktiviti yang diadakan.,Positive
"Saya percaya mereka hadir bukan kerana jamuan dan sebagainya, sebaliknya mereka hendak bersama kita.",Positive
Sekurang-kurangnya ada kesedaran dan keyakinan mereka terhadap kerajaan walaupun timbul pelbagai persepsi,Positive
Adakah kamu mahu saya bertanding lagi?,Neutral
Saya akan mempertimbangkannya (bertanding),Neutral
"Sama ada saya akan bertanding atau tidak, kamu akan tahu pada hari penamaan calon. ",Neutral
Kita akan hadapi perkara itu apabila tiba masanya,Neutral
Terdapat pelbagai parti politik komponen  BN yang menyumbang ke arah apa yang perlu dimasukkan ke dalam  manifesto itu.,Positive
"Sudah tentu, akan ada sebuah di peringkat nasional dan satu lagi di peringkat negeri.",Neutral
Kami perlu mencakupi pembangunan di peringkat negeri dan masa depan Sabah,Positive
"Ini tiga formula yang harus ada pada pemimpin Umno/BN walaupun kita diasak dari pelbagai sudut, Insya-ALLAH Kedah akan terus berjaya tak kira bila pun parlimen dibubarkan minggu depan atau bulan depan.",Positive
"Ketepikanlah perasaan bengis, kalau kita tegur bukan kita hina. ",Positive
Tunjukkanlah kesungguhan dan bekerjasama supaya kejayaan akan terus dicipta,Positive
"Pas sering ungkap 141,000 ahli baharu sertai parti Islam itu sejak 2013 hingga 2017, hakikatnya Pas ada 7,000 cawangan jadi nisbah pertambahan empat orang ahli baharu setahun untuk politik kuasa memang tak mampu bawa perubahan masa depan politik.",Negative
"Belum kira ahli Pas keluar, ada juga ambil pendirian bertawakuf iaitu tak setuju tapi diam dan tidak pedulikan program, kategori ni ramai dalam Pas ",Negative
Saya harap ahli Pas  yang berpendirian sebegitu akan memberi undi kepada Pakatan Harapan (Harapan) pada PRU14 ini,Positive
"Kemasukan saya dalam parti mana-mana pun termasuk Amanah,  pendirian saya bukan bermatlamat untuk menjadi calon kerana parti sudah tentukan kerusi dan calon yang bakal bertanding.",Positive
Saya sekadar untuk jadi petugas bagi memenangkan calon mana-mana  parti dalam Harapan. ,Positive
"Bahkan saya bersedia untuk jadi mamak roti yang nak balik India iaitu dia akan bawa pengganti dia ronda masuk kampung, masuk semua lorong untuk pastikan pelanggan sedia ada tetap membeli roti yang dia jual",Positive
"Lepas ambil pendirian berhenti jadi ahli Pas saya rasa lapang banyak, rasa terlepas daripada beban untuk dianggap sebagai pengkhianat yang memberi tongkat kepada Umno-BN oleh rakyat.",Negative
"Dulu misi saya kekal Pas undi Harapan, hari ni saya seru kalau berani keluar Pas bersama mana-mana parti komponen Harapan",Positive
"Saya sudah lama berdepan cemuhan dan tohmahan daripada pimpinan Pas, dahla saya keluar Pas seorang diri tidak seperti rakan-rakan lain keluar berjemaah sertai Amanah dulu.",Negative
"Malah Presiden Pas sendiri, Datuk Seri Abdul Hadi Awang pernah kata saya ibarat mayat hidup tunggu nak tanam saja, saya telan semua cemuhan dengan sabar seperti pesanan kedua-dua Allahyarham ibu dan ayah",Negative
“Saya tinggalkan parti Pas tapi tidak ahli-ahlinya. ,Positive
Saya tetap bersama ahli-ahli Pas  dan cuba memahamkan mereka agar terus memberi sokongan kepada Pakatan Harapan,Positive
Kita  tidak akan terikat dengan saingan mana-mana parti termasuk dengan mana-mana penjuru.,Neutral
Bila dah tetapkan di situlah kita letakkan calon untuk wakili Gagasan Sejahtera.,Neutral
"Sekali gus, ini memberikan gambaran kepada masyarakat kita memiliki tenaga yang cukup untuk atur pentadbiran negeri ini",Positive
"Sebenarnya, kita target semua kerusi di bawah Gagasan Sejahtera.",Positive
"Setakat ini kita dah luluskan, kita ada empat calon. ",Positive
"Mereka ini melibatkan pelbagai latarbelakang, ada yang profesional, ada muda, muslimat  ada ulama jadi untuk mentadbir dan juga daripada penyokong bukan Melayu.",Neutral
"Bagaimanapun, siapa bertanding, di mana, itu masih dalam perbincangan",Neutral
Pandan letak kucing pun tak ada masalah mesti menang sebab parlimen ini kerusi kuat PKR.,Positive
"Saya tak tahu PKR nak letak siapa di Pandan tapi berdasarkan demografi dan semua faktor, sesiapa sahaja calon ditempatkan pasti akan menang",Neutral
"Saya mungkin akan sambung ijazah undang-undang, dan sudah tentu saya akan cuba kuruskan badan.",Positive
Keputusan rayuan saya akan diputuskan pada 1 Jun nanti jadi ada dua bulan lagi untuk sabitan melanggar Akta Rahsia Rasmi (OSA),Neutral
Jadi kalau rayuan saya ditolak maknanya saya ada satu tahun setengah bermula 1 Jun,Neutral
Ini mungkin kali terakhir saya di Dewan ini memandangkan saya mungkin tidak bertanding pada pilihan raya akan datang.,Negative
"Jadi saya akan bermula dengan ucapan jutaan terima kasih , penghargaan tan sri dipertua, dan kepada datuk seri-datuk seri, timbalan-timbalan dipertua yang selalu memberi ruang dan pertimbangan yang sebaiknya kepada saya untk berhujah. ",Positive
Saya berdoa dewan ini akan lebih dimuliakan dalam masa-masa akan datang,Positive
"Jelaslah Tsunami Melayu Johor bukan semata-mata kerana pengaruh Pengerusi Bersatu, Tan Sri Muhyiddin Yassin.",Neutral
Melayu Johor akan bangkit untuk mempertahankan hak mereka yang telah dimusnahkan oleh pemimpin BN,Negative
Peluang pekerjaan dan ekonomi yang dijanjikan kepada rakyat tempatan melalui projek mega seperti Rapid Pengerang dan Iskandar Malaysia hanya tinggal harapan di mana ribuan tenaga pekerja asing diambil bekerja di sana.,Negative
Kehidupan orang Melayu terutama yang berpendapatan rendah di Johor bertambah tertekan dengan kenaikan harga barang,Negative
Janji harga barangan akan turun kerana GST hanya retorik untuk menipu rakyat.,Negative
Harga minyak dijanjikan BN pada PRU lepas juga telah berubah turun naiknya setiap minggu.,Negative
Penstrukturan semula subsidi digunakan untuk menampung ekonomi negara yang parah kesan daripada salah urus tadbir oleh BN,Negative
"Untuk pilihan raya umum yang akan datang ini, pengundi di Kuala Lumpur haruslah mengundi calon yang akan menyokong pewartaan pelan tersebut.",Positive
Wakil-wakil rakyat Pakatan Harapan telah pun bertemu dengan kempen SKL untuk menyatakan sokongan mereka.,Positive
Bagaimana dengan dua wakil rakyat Umno-Barisan Nasional di Titiwangsa dan Setiawangsa?,Neutral
"Saya hendak gariskan sekali lagi sokongan saya terhadap gerakan Selamatkan Kuala Lumpur (SKL) yang baharu menyerahkan memorandum kepada wakil Perdana Menteri, Datuk Seri Najib Tun Razak menggesa pewartaan Pelan Bandaraya Kuala Lumpur 2020.",Neutral
"Pelan tersebut didraf pada 2012 dengan kos RM30 juta tetapi gagal diwartakan dan telah diketepikan oleh Menteri Wilayah Persekutuan pada tahun lepas, boleh memastikan pembangunan bandar yang mampan, termasuklah memelihara kawasan hijau dan awam",Negative
Walaupun Mary berusia 69 tahun tetapi prestasi cara kerjanya sangat baik seperti orang muda.,Positive
Khidmatnya masih lagi diperlukan untuk menjaga Dun Rahang yang mempunyai pelbagai latar belakang pengundi yang pelbagai.,Neutral
"Umur tidak menggambarkan apa-apa, yang paling utama calon kita ini boleh buat kerja dan sentiasa ada dekat dengan rakyat",Positive
Kesemua calon DAP terdiri daripada tiga generasi yang membolehkan kita menarik perhatian pengundi dengan lebih dekat supaya memilih kita,Positive
Di Sarawak ada beberapa pemimpin yang bertanding dua kerusi sekaligus begitu juga di Kelantan yang ditandingi oleh Tok Pa (Datuk Seri Mustapa Mohamed) yang bertanding di kerusi Parlimen Jeli dan Dun Air Lanas.,Neutral
Pada kebiasaannya BN akan meletakkan calon lain bagi kerusi Dun dan Parlimen untuk memaksimumkan wakil rakyat yang ada,Neutral
Setiap arahan pimpinan yang luar dari kebiasaan mesti ada perkara tersirat di sebaliknya. ,Neutral
Mahu tidak mahu ahli parti perlu menerimanya demi kelangsungan parti.,Positive
Cuma apa yang kita harapkan ia tidak menjadi isu kepada BN pada saat akhir kerana persiapan yang dibuat sudah cukup cantik,Positive
"Kita harapkan senario lebih baik dan memihak kepada BN pada PRU14 nanti  memandangkan pada PRU13 kita menghadapi penolakan daripada kaum Cina hingga terpaksa akur dengan kekalahan calon Umno, Datuk Muhamad Sufian Awang.",Positive
"Atas pengalaman itu, kita lihat MCA tak mampu menarik undi kaum Cina apabila hasil analisis dilakukan didapati kawasan majoriti Cina seperti di Dun Teruntum tidak memihak kepada BN.",Positive
Sedangkan majoriti Melayu kuat di Dun Tanjung Lumpur dan Inderapura... amat baik jika Umno diberi peluang sekali lagi,Positive
Perjumpaan malam ini (semalam) bukan arahan dari kepimpinan bahagian sebaliknya kami ambil inisiatif sendiri untuk berkumpul dan menyatakan dan hasrat  supaya Umno kekal di Kuantan.,Positive
Kita bukan nak wujudkan suasana negatif dalam perkara ini  tapi atas kesedaran akar umbi kami berhak untuk bersuara,Positive
"Jangan kerana dekat nak mengundi, semua bantuan diberikan kerajaan dilihat, dikatakan sebagai umpan sedangkan hakikatnya tidak begitu.",Positive
"Kerajaan beri bantuan tidak kira waktu, tidak perlu tunggu dekat PRU baru bagi.",Positive
"Secara kebetulan sahaja, masa bantuan diberikan dekat nak pilihan raya tetapi jangan kita salah tafsir pula, kata sebab dekat hendak mengundi.",Positive
Kerajaan teruskan apa telah dilaksanakan sebelum ini sahaja.,Positive
"Sebagaimana penyerahan tablet hari ini (kelmarin), jangan anggap Yang Amat Berhormat Perdana Menteri (PM) bagi sebab hendak PRU, kerana ini antara perkara diucapkan sewaktu pembentangan bajet tahun lepas.",Positive
Secara kebetulan sekarang ini makin dekat dengan PRU tetapi jangan kerana sebab ini semua pihak nilai segala bantuan atau sumbangan kerajaan kini sebagai ‘gula-gula'.,Positive
Begitu juga dengan hal-hal lain,Neutral
"Kerajaan bukannya memandai-mandai buat itu ini, sebaliknya yang dilaksanakan adalah bagi penuhi permintaan atau cadangan diterima daripada peringkat bawahan sendiri",Positive
"Pas bukan naif sangat dalam politik tanah air, namun kita tetap berpegang dengan dasar perjuangan Islam, kalau sendiri pun sendirilah.",Positive
Kita usaha juga untuk berpakat.,Positive
"Berpakat dengan Harapan pun boleh, tapi dia marah. ",Negative
"Nampaknya Umno pula yang nak berkawan dengan kita, kalau demi kepentingan Islam tak ada masalah.",Positive
"Kalau kita berpakat dengan Umno, mungkin kalah Harapan.",Positive
"Soal pakatan Pas-Umno itu kita belum tahu, tapi kalau ia berlaku saya sokong dan kalau tak berlaku pun, kita akan teruskan perjuangan dasar Islam",Neutral
"Tak kira siapa pun yang sertai Pas, golongan profesional atau tidak mesti akur kepada pimpinan, yang sertai Pas mesti yang betul-betul istiqamah dan akur kepada pimpinan ulama.",Positive
"BN Parlimen Bagan Serai berterima kasih di atas usaha Kemas, Jasa dan ketua kampung yang sentiasa berusaha mengesan pengundi baharu itu didaftarkan sebagai pemilih baharu sehingga menjayakan penambahan 11,000 orang.",Positive
"Ironinya, penuntut universiti yang tanpa sebarang paksaan hadir ke program pro pembangkang dihalang, malah tindakan disiplin diambil.",Negative
"Begitu juga pelajar di luar negara, yang diberi larangan dan amaran tegas untuk tidak menghadiri program Bersih.",Negative
"Itu baru Bersih, belum program pro pembangkang.",Neutral
"Malah, menteri sendiri menempelak guru yang menyokong Pakatan Harapan",Negative
"Persoalannya, kenapa BN ingin memaksa pelajar sekolah untuk hadir ke program politik mereka. ",Negative
Teruk sangatkah sokongan rakyat kepada BN sehingga terpaksa mewajibkan pelajar sekolah untuk meramaikan majlis mereka dan menyalahgunakan kuasa Kementerian Pendidikan sebagai alat propaganda politik kepartian mereka?,Negative
Kami tidak akan memaksa pelajar menghadiri program Harapan termasuk tidak menghalang pelajar-pelajar untuk menyertai program BN.,Neutral
"Jika anda tidak percaya, tanya ibu bapa di Pulau Pinang dan Selangor bagaimana kerajaan negeri beroperasi apabila ia melibatkan sekolah-sekolah.",Positive
Mereka tidak menggunakan sebarang logo parti ataupun tidak berbicara sebarang topik politik. Mereka hanya hadir untuk sampaikan bantuan.,Positive
Harapan percaya proses menyuburkan semangat demokrasi amat penting kepada pelajar sekolah. ,Positive
"Malah, antara manifesto kami juga adalah menurunkan umur mengundi kepada 18 tahun.",Positive
" Tetapi, ia perlu didasari dengan semangat demokrasi seperti kebebasan pelajar untuk memilih.",Neutral
"Memaksa mereka ponteng sekolah dan wajib hadir ke program politik adalah tindakan anti-demokratik,",Negative
"Justeru, tiada sebarang pemindahan bon atau dana seumpamanya kepada mana-mana syarikat, pihak atau individu seperti yang dinyatakan di atas berlaku seperti yang didakwa",Positive
"Oleh sebab ini jelas merupakan dokumen dipalsukan, KWSP membuat laporan polis pada 28 Oktober 2015",Positive
"Sebelum mana-mana keputusan pelaburan dibuat, proses tadbir urus kami memerlukan semua cadangan yang tertakluk kepada penilaian risiko ketat dan kajian terperinci oleh pengurusan.",Positive
Semua kelulusan perlu melalui jawatankuasa pelaburan pengurusan bagi mendapatkan sokongan sebelum dikemukakan kepada Panel Pelaburan bagi kelulusan akhir,Neutral
Kerajaan sedar dan telah mengambil langkah pantas.,Positive
TN50 sebagai satu hala tuju yang membolehkan kita melonjak ke arah mencapai matlamat ‘Top 20 Nations’ di dunia kelak,Positive
Kanvas Belia TN50 serta pelbagai input lain akan menjadi asas kepada pelan dasar TN50 yang bakal dilancarkan pada Hari Malaysia 2018,Neutral
Rakyat Malaysia inginkan satu penyelesaian konkrit daripada kerajaan untuk mengatasi masalah ini.,Positive
"Melihat kepada realiti hari ini, yang mana industri mudah alih semakin meluas, pengguna media sosial yang meningkat dan pelaksanaan urus niaga elektronik (e-dagang) semakin melonjak tinggi statistiknya",Positive
Harapan juga menjanjikan capaian internet meliputi seluruh kawasan termasuk luar bandar,Positive
"Pembayaran fasa pertama BR1M 2018 telah mula diagihkan Isnin lepas dan kepada penerima yang belum mendapatnya, perlulah menunggu sekurang-kurangnya dalam masa seminggu.",Positive
Perdana Menteri Datuk Seri Najib Tun Razak telah menyatakan beliau tidak pernah mempertikaikan sumbangan Robert Kuok kepada ekonomi negara.,Positive
"Pada saya, isu-isu yang dipolitikkan ini tidak lagi berbangkit dan tidak perlu dipanjangkan kerana perdana menteri sudah memberi penjelasan yang tepat mengenainya",Positive
"Mana-mana dana yang tidak mencapai skor minimum penilaian tahunan, akan digantung dan tidak boleh ditawarkan dalam tempoh berkenaan.”",Positive
"Jangan stres, kalau kita buat cara betul, kalau kita tinggalkan benda tak baik, kita boleh stres",Positive
Pagi tadi saya dapat teks daripada (Menteri di Jabatan Perdana) Datuk Seri Rahman Dahlan yang menyatakan Aramco bersetuju untuk melabur US$7 bilion di Malaysia sebelum 31 Mac ini,Positive
"Cabaran itu biasa, bagi kami dan dengan gabungan media, halangan itu biasanya akan membantu kami.",Positive
"Dua tahun lepas ia dikatakan sebuah agenda Yahudi, tapi ada baiknya apabila tular menyebabkan orang nak tahu",Positive
Akhirnya ia membolehkan kita memberikan jawapan yang tepat. Alhamdulillah kempen ini memberikan kesan yang baik,Positive
Ia dapat dilihat berdasarkan kepada sambutan orang ramai terhadap perancangan pembangunan di kawasan penempatan mereka dan ia jelas menunjukkan apa juga yang telah dilaksanakan sebelum ini diterima.,Positive
Bagaimana pun semua ini tidak akan memberikan rasa puas hati kepada saya dan akan terus bertekad untuk merancang pelbagai pembangunan pada masa akan datang demi memastikan masyarakat terus mendapat manfaat daripada apa yang dibangunkan nanti.,Positive
"Malah, konsep turun padang dilaksanakan sebelum ini untuk menemui masyarakat di Simpang Renggam yang diamalkan sejak sekian lama turut menjadi asas kekuatan sokongan masyarakat terhadap BN",Positive
Kerja-kerja naik taraf mengatasi masalah banjir dan masalah pencemaran air di Sungai Benut yang menjadi nadi utama bekalan air bersih sedang giat dilaksanakan.,Positive
Turut dalam perancangan adalah menambah baik perkhidmatan bekalan air bersih melalui beberapa pendekatan yang sedang dirancang.,Positive
ijangka ia akan selesaikan sepenuhnya masalah pencemaran yang sering berlaku sebelum ini,Positive
Malah kerja keras semua ahli  jentera parti yang dilaksanakan tanpa henti selepas PRU13 lalu membuktikankesungguhan kepimpinan di sini untuk terus menabur bakti kepada masyarakat selain memastikan mereka tidak ketinggalan daripada manfaat yang disediakan kerajaan,Positive
Secara rasmi masih belum bincang lagi.,Neutral
Benda ini biasanya Pesuruhjaya Pas negeri yang akan buat keputusan.,Neutral
"Lebih membanggakan lagi, NHRAP yang dibangunkan ini adalah pelan yang komprehensif, dengan mengambil kira aspirasi rakyat dan berdasarkan acuan Malaysia,",Positive
"Ternyata sekali, apa juga kebimbangan kita seperti berlaku di masa-masa lampau seperti Ops Lalang tidak akan berulang lagi",Positive
Teras kelima ialah kewajiban antarabangsa yang menyenaraikan komitmen Malaysia dalam instrumen-instrumen antarabangsa berkaitan hak asasi manusia,Positive
"Dalam erti kata lain, kemudahan ini akan menggalakkan penyertaan awam yang lebih berkesan bagi memastikan pelaksanaan dan penambahbaikan NHRAP dari semasa ke semasa",Positive
"Kerajaan juga bersetuju melantik pihak berkecuali bersesuaian, antaranya dalam kalangan organisasi masyarakat sivil dan ahli akademik, bagi mengumpul serta menganalisis maklum balas awam diterima terhadap pelaksanaan NHRAP",Positive
Saya harap secepat mungkin (lantik pengerusi).,Neutral
"Pelan ini akan diserahkan kepada Datuk Paul Low Seng Kuan (Menteri di Jabatan Perdana Menteri) yang akan melaksanakan NHRAP,",Neutral
"Tujuan di sebalik langkah itu adalah untuk mengagihkan dividen kepada pemegang saham, saham AirAsia di bawah nilai dan dengan menjual aset bukan terasnya, ia sebenarnya meningkatkan harga saham kami dan kami melihat ia berpotensi besar untuk meningkatkan pendapatan AirAsia, dan hari ini ia meningkat 22 sen",Positive
"AirAsia adalah sebuah syarikat penerbangan dan kami menjual tiket dan kami akan terus membeli pesawat pada masa depan dan kami akan memiliki lebih banyak pesawat dan kemudiannya memajakkannya,",Positive
"Kami menjual syarikat pajakan kami pagi ini dan wang yang diterima akan meningkatkan ringgit, jadi ia akan mencerminkan dengan lebih baik lagi kekuatan sebenar dan daya tahan ekonomi Malaysia",Positive
"Sumbangan daripada segmen itu adalah penting, menyumbang seperlima daripada hasil, selain daripada pendapatan sampingan lain, iaitu, makanan dalam penerbangan, perkhidmatan daftar masuk lapangan terbang dan perniagaan logistik",Positive
"Kami masih mempunyai perniagaan lain, termasuk perniagaan digital kami serta Santan, yang mana Santan menerima minat di seluruh Asia dan beberapa pihak telah menghubungi kami untuk aktiviti francais sebagai restoran makanan segera Asia",Positive
"(Laporan) itu boleh diterjemahkan menjadi dasar kerajaan selama 30 tahun lagi, jadi saya menggalakkan semua pihak mengkaji laporan itu",Positive
"Walaupun kita tidak menunjukkan prestasi yang baik pada pilihan raya umum yang lepas apabila kita hanya mempunyai tujuh kerusi ketika itu, tetapi pada masa yang sama anda dapat melihat kita mempunyai potensi untuk memperbaiki pencapaian,",Positive
Kami menjadi orang yang amat mempercayai dasar anda,Positive
Kami tidak akan berada di mana kami hari ini jika tidak disebabkan kebijaksanaan dan wawasan anda dan kami mengharapkan pertimbangan baik anda mengenai cara terbaik untuk membentuk persekitaran kos ideal untuk syarikat penerbangan kos rendah ,Positive
bukan sahaja untuk berkembang tetapi berkembang maju demi kebaikan negara,Positive
"Terima kasih kepada langkah yang berani itu, walaupun hanya tinggal enam bulan lagi pada tahun itu, kita melihat trafik penumpang di LCCT melonjak 31 peratus kepada 7.6. juta daripada 5.8 juta pada 2006,",Positive
Ini adalah mengenai rakyat,Neutral
Kisah kejayaan AirAsia adalah baik untuk Malaysia dan menyumbang kepada peningkatan taraf hidup yang disasarkan perdana menteri,Positive
"Terima kasih kerana menamakan  saya ""Bapa Perjalanan Udara Tambang Rendah """,Positive
Saya perlu menjaga kebajikan anda.,Positive
"Kerajaan dan rakan sekerja saya, Menteri Pengangkutan (Datuk Seri Liow Tiong Lai) akan memastikan anda berkembang dan berjaya melampaui imaginasi kami,",Positive
Kita semakin hampir dengan sasaran ini,Positive
"Bagaimanapun, pelancongan sering berubah-ubah dan kadang-kadang tidak dapat diramalkan kerana corak perjalanan dan sentimen dipengaruhi oleh pelbagai faktor.",Neutral
"Ini bermakna selain mempunyai strategi yang tepat dan satu set dasar yang kondusif, sebagai satu destinasi, Malaysia mestilah bijak dan berterusan dalam strategi kita, dalam  kempen pemasaran kita serta merancang pendekatan kita di pasaran yang berbeza",Neutral
"Pada masa ini, memilih sesebuah hotel bukan hanya untuk menikmati keselesaan bermalam. ",Neutral
"Generasi millennial mencari pengalaman yang tidak dapat dilupakan yang dipengaruhi oleh suasana, seni bina, pemandangan atau objek yang indah.",Neutral
Generasi lain juga mementingkan nilai yang tinggi dengan pengalaman hebat yang secara  aktif mencarinya apabila berjalan,Neutral
Amanah tidak bermasalah dengan Pas sebaliknya dengan hati terbuka telah mengajak parti Islam tersebut untuk bersama dengan Pakatan Harapan (Harapan) menyelamatkan negara,Positive
namun di pihak sana telah meletak batu pemisah dan berterusan membuat serangan dengan melabel kita dengan pelbagai gelaran,Negative
Pas tidak lagi releven sebagai parti politik dan tidak ada arah.,Negative
Amanah tidak pernah mengeluarkan sebarang kenyataan mahu memusuhi Pas apa lagi memusnahkan parti Islam tersebut.,Positive
Dalam politik kita mempunyai perbezaan pandangan namun tidak ada langsungkah titik persamaan antara Pas dengan parti pembangkang iaitu menjatuhkan kerajaan BN yang gagal mentadbir negara dengan baik,Positive
Kita ikut suara pucuk pimpinan,Positive
jadi tak timbul isu Amanah bersungguh-sungguh menjatuhkan kerajaan Pas di Kelantan.,Positive
Ini soal demokrasi dan semua berhak untuk bertanding apa yang penting amanah rakyat itu dijalankan dengan betul,Neutral
Amanah boleh memperjuangkan Islam kerana inspirasi kami juga adalah melalui pimpinan Allahyarham Tok Guru Nik Aziz dan Datuk Fadzil Noor,Positive
"Kita mesti insaf, kita tidak berada dalam comfort zone (zon selesa) dan oleh itu kita mesti ketepikan kepentingan peribadi dan sama-sama berperang demi kemenangan parti",Positive
Kita mesti perkukuhkan parti kerana pilihanraya kali ini bukan pilihanraya biasa-biasa dan kita harap Terengganu dapat memantapkan kedudukan demi kelangsungan parti pada masa depan,Positive
Masalahnya PPBM ini sebenarnya mereka mesyuarat cawangan pun tiada.,Neutral
Kita mempunyai struktur dan ikut apa yang dikehendaki oleh ROS,Positive
 jadi jangan salahkan ROS bila parti mereka susah mendapat kelulusan pendaftaran,Positive
Penangguhan tersebut adalah bagi memastikan kesempurnaan perjalanan parti selaras Fasal 10.15 Perlembagaan UMNO dengan proses pemilihan dalam Umno berjalan lancar dan juga mengambil kira faktor keadaan semasa politik parti,Neutral
"Kalau sampai 19 April 2018 masih tak ada apa-apa dibuat, maka soal berbangkit, apakah status mereka yang memegang jawatan dalam Umno pada waktu itu? ",Neutral
Bagaimana status Umno sendiri dalam soal ini?,Neutral
Betulkah Tengku Adnan dah dapat kebenaran ROS? ,Neutral
Benarkah ROS secara rasmi dah membenarkan Umno untuk tangguh pemilihan?,Neutral
"Hal ini bermakna pemilihan Umno akan ditangguhkan melebihi tempoh 18 bulan, keputusan penangguhan ini kononnya telah mendapat kelulusan ROS.",Negative
Keputusan Majlis Tertinggi Umno menangguhkan pemilihan parti melebihi 18 bulan jelas bercanggah dengan Fasal 10.16 Perlembagaan Umno.,Negative
"Kedua adakah benar ROS berikan kebenaran untuk tangguhkan pemilihan parti melebihi tempoh dibenarkan oleh perlembagaan parti itu,",Neutral
Kita pulangkan paku buah keras kenapa wujud layanan berbeza dalam isu pertubuhan politik antara Umno dan Bersatu,Negative
"Waktu Perdana Menteri, Datuk Seri Najib Tun Razak buat keputusan saya masih dalam Umno lagi, sepatutnya semua mesyuarat Umno bahagian dan cawangan selesai dalam bulan April.",Negative
Kononnya nak fokus pada pilihan raya umum tapi sampai sekarang tak buat lagi.,Negative
Pilihan raya penting tapi perlembagaan tak penting?,Negative
ROS mesti merujuk perlembagaan,Neutral
"Bersatu minta tangguh persidangan agung tahunan , ROS tidak benarkan",Negative
Isunya apa status jawatan ahli dan pimpinan Umno itu sah atau luput?,Neutral
"Walaupun wujud begitu banyak kebimbangan dalam diri saya, tetapi saya yakin bahawa menyertai Bersatu ini adalah satu perkara yang perlu saya lakukan sekarang.",Positive
